UES9151GS5,SQU6245R,DEN,FRA,1420564460,1049
CYJ0225CH1,PME8178S,DEN,PEK,1420564409,1322
UES9151GS5,GMO5938W,LHR,PEK,1420564317,1057
PAJ3974RK1,ATT7791R,AMS,DEN,1420564394,1001
MXU9187YC7,XXQ4064B,JFK,FRA,1420563917,802
BWI0520BG6,QHU1140O,CDG,LAS,1420564498,1133
UES9151GS5,SQU6245R,DEN,FRA,1420564460,1049
PIT2755XC1,SOH3431A,ORD,MIA,1420563649,250
EZC9678QI6,VYU9214I,ORD,DXB,1420564716,1510
CKZ3132BR4,FYL5866L,ATL,HKG,1420565140,1751
WBE6935NU3,VYU9214I,ORD,DXB,1420564716,1510
WYU2010YH8,JVY9791G,PVG,FCO,1420564561,1189
CDC0302NN5,JVY9791G,PVG,FCO,1420564561,1189
SJD8775RZ4,TMV7633W,CGK,DXB,1420563958,849
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
HCA3158QA6,QHU1140O,CDG,LAS,1420564498,1133
JJM4724RF7,XIL3623J,PEK,LAX,1420564414,1302
WYU2010YH8,TMV7633W,CGK,DXB,1420563958,849
PIT2755XC1,ULZ8130D,CAN,DFW,1420564983,1683
SPR4484HA6,DKZ3042O,MIA,SFO,1420563927,538
EZC9678QI6,SOH3431A,ORD,MIA,1420563649,250
LLZ3798PE3,XXQ4064B,JFK,FRA,1420563917,802
WBE6935NU3,KJR6646J,IAH,BKK,1420565203,1928
SJD8775RZ4,ULZ8130D,CAN,DFW,1420564983,1683
WBE6935NU3,QHU1140O,CDG,LAS,1420564498,1133
WTC9125IE5,VYU9214I,ORD,DXB,1420564716,1510
HCA3158QA6,TMV7633W,CGK,DXB,1420563958,849
PUD8209OG3,ULZ8130D,CAN,DFW,1420564983,1683
HGO4350KK1,XXQ4064B,JFK,FRA,1420563917,802
HCA3158QA6,MOO1786A,MAD,FRA,1420563408,184
EDV2089LK5,WSK1289Z,CLT,DEN,1420563542,278
WBE6935NU3,QHU1140O,CDG,LAS,1420564498,1133
XFG5747ZT9,SOH3431A,ORD,MIA,1420563649,250
IEG9308EA5,FYL5866L,ATL,HKG,1420565140,1751
CYJ0225CH1,HUR0974O,DEN,PVG,1420564525,1398
JJM4724RF7,FYL5866L,ATL,HKG,1420565140,1751
WTC9125IE5,MBA8071P,KUL,PEK,1420563856,572
DAZ3029XA0,GMO5938W,LHR,PEK,1420564317,1057
BWI0520BG6,GMO5938W,LHR,PEK,1420564317,1057
CDC0302NN5,FYL5866L,ATL,HKG,1420565140,1751
JBE2302VO4,MOO1786A,MAD,FRA,1420563408,184
MXU9187YC7,PME8178S,DEN,PEK,1420564409,1322
POP2875LH3,JVY9791G,PVG,FCO,1420564561,1189
LLZ3798PE3,FYL5866L,ATL,HKG,1420565140,1751
XFG5747ZT9,XXQ4064B,JFK,FRA,1420563917,802
SJD8775RZ4,MOO1786A,MAD,FRA,1420563408,184
WYU2010YH8,XIL3623J,PEK,LAX,1420564414,1302
WTC9125IE5,WPW9201U,DFW,PEK,1420564869,1452
SPR4484HA6,GMO5938W,LHR,PEK,1420564317,1057
EZC9678QI6,RPG3351U,HND,CAN,1420563569,374
YMH6360YP0,ATT7791R,AMS,DEN,1420564394,1001
CKZ3132BR4,GMO5938W,LHR,PEK,1420564317,1057
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
PUD8209OG3,VDC9164W,FCO,LAS,1420564698,1276
PUD8209OG3,BER7172M,KUL,LAS,1420565167,1848
BWI0520BG6,EWH6301Y,CAN,DFW,1420564967,1683
HCA3158QA6,ULZ8130D,CAN,DFW,1420564983,1683
CKZ3132BR4,XOY7948U,ATL,LHR,1420564038,877
JBE2302VO4,GMO5938W,LHR,PEK,1420564317,1057
WBE6935NU3,BER7172M,KUL,LAS,1420565167,1848
CKZ3132BR4,VYW5940P,LAS,SIN,1420565203,1843
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
JBE2302VO4,VDC9164W,FCO,LAS,1420564698,1276
CXN7304ER2,VYW5940P,LAS,SIN,1420565203,1843
WTC9125IE5,TMV7633W,CGK,DXB,1420563958,849
HCA3158QA6,JVY9791G,PVG,FCO,1420564561,1189
CKZ3132BR4,HUR0974O,DEN,PVG,1420564525,1398
JBE2302VO4,RPG3351U,HND,CAN,1420563569,374
WTC9125IE5,XOY7948U,ATL,LHR,1420564038,877
SPR4484HA6,ATT7791R,AMS,DEN,1420564394,1001
VZY2993ME1,TMV7633W,CGK,DXB,1420563958,849
VZY2993ME1,WSK1289Z,CLT,DEN,1420563542,278
XFG5747ZT9,SQU6245R,DEN,FRA,1420564460,1049
CKZ3132BR4,QHU1140O,CDG,LAS,1420564498,1133
CXN7304ER2,FYL5866L,ATL,HKG,1420565140,1751
JBE2302VO4,SOH3431A,ORD,MIA,1420563649,250
CXN7304ER2,XOY7948U,ATL,LHR,1420564038,877
JJM4724RF7,GMO5938W,LHR,PEK,1420564317,1057
BWI0520BG6,JVY9791G,PVG,FCO,1420564561,1189
CDC0302NN5,XIL3623J,PEK,LAX,1420564414,1302
CDC0302NN5,KJR6646J,IAH,BKK,1420565203,1928
XFG5747ZT9,DKZ3042O,MIA,SFO,1420563927,538
DAZ3029XA0,MBA8071P,KUL,PEK,1420563856,572
EZC9678QI6,ULZ8130D,CAN,DFW,1420564983,1683
HCA3158QA6,XOY7948U,ATL,LHR,1420564038,877
