ONL0812DH1,SOH3431A,ORD,MIA,1420563649,250
EDV2089LK5,HUR0974O,DEN,PVG,1420564525,1398
PUD8209OG3,RUM0422W,MUC,MAD,1420563539,194
JJM4724RF7,HUR0974O,DEN,PVG,1420564525,1398
WTC9125IE5,DKZ3042O,MIA,SFO,1420563927,538
JBE2302VO4,VYU9214I,ORD,DXB,1420564716,1510
DAZ3029XA0,EWH6301Y,CAN,DFW,1420564967,1683
MXU9187YC7,QHU1140O,CDG,LAS,1420564498,1133
EZC9678QI6,VYW5940P,LAS,SIN,1420565203,1843
CXN7304ER2,GMO5938W,LHR,PEK,1420564317,1057
IEG9308EA5,SOH3431A,ORD,MIA,1420563649,250
HCA3158QA6,GMO5938W,LHR,PEK,1420564317,1057
KKP5277HZ7,KJR6646J,IAH,BKK,1420565203,1928
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
VZY2993ME1,MOO1786A,MAD,FRA,1420563408,184
UES9151GS5,YZO4444S,BKK,MIA,1420565330,2027
SPR4484HA6,RPG3351U,HND,CAN,1420563569,374
PUD8209OG3,QHU1140O,CDG,LAS,1420564498,1133
POP2875LH3,SOH3431A,ORD,MIA,1420563649,250
HGO4350KK1,PME8178S,DEN,PEK,1420564409,1322
UES9151GS5,DAU2617A,CGK,SFO,1420564986,1811
UES9151GS5,KJR6646J,IAH,BKK,1420565203,1928
EDV2089LK5,DAU2617A,CGK,SFO,1420564986,1811
UES9151GS5,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,FYL5866L,ATL,HKG,1420565140,1751
BWI0520BG6,KJR6646J,IAH,BKK,1420565203,1928
KKP5277HZ7,VYW5940P,LAS,SIN,1420565203,1843
EDV2089LK5,GMO5938W,LHR,PEK,1420564317,1057
EZC9678QI6,GMO5938W,LHR,PEK,1420564317,1057
JJM4724RF7,DKZ3042O,MIA,SFO,1420563927,538
ONL0812DH1,BER7172M,KUL,LAS,1420565167,1848
JJM4724RF7,WPW9201U,DFW,PEK,1420564869,1452
XFG5747ZT9,DAU2617A,CGK,SFO,1420564986,1811
CYJ0225CH1,HUR0974O,DEN,PVG,1420564525,1398
SPR4484HA6,GMO5938W,LHR,PEK,1420564317,1057
POP2875LH3,KJR6646J,IAH,BKK,1420565203,1928
LLZ3798PE3,ULZ8130D,CAN,DFW,1420564983,1683
MXU9187YC7,YZO4444S,BKK,MIA,1420565330,2027
WBE6935NU3,DAU2617A,CGK,SFO,1420564986,1811
BWI0520BG6,XXQ4064B,JFK,FRA,1420563917,802
KKP5277HZ7,SOH3431A,ORD,MIA,1420563649,250
CKZ3132BR4,XIL3623J,PEK,LAX,1420564414,1302
WYU2010YH8,XOY7948U,ATL,LHR,1420564038,877
UES9151GS5,VYW5940P,LAS,SIN,1420565203,1843
IEG9308EA5,YZO4444S,BKK,MIA,1420565330,2027
BWI0520BG6,YZO4444S,BKK,MIA,1420565330,2027
HGO4350KK1,BER7172M,KUL,LAS,1420565167,1848
POP2875LH3,RPG3351U,HND,CAN,1420563569,374
CXN7304ER2,DAU2617A,CGK,SFO,1420564986,1811
EDV2089LK5,PME8178S,DEN,PEK,1420564409,1322
EZC9678QI6,XOY7948U,ATL,LHR,1420564038,877
BWI0520BG6,EWH6301Y,CAN,DFW,1420564967,1683
CYJ0225CH1,XXQ4064B,JFK,FRA,1420563917,802
POP2875LH3,MOO1786A,MAD,FRA,1420563408,184
MXU9187YC7,SQU6245R,DEN,FRA,1420564460,1049
