EZC9678QI6,SOH3431A,ORD,MIA,1420563649,250
WTC9125IE5,MOO1786A,MAD,FRA,1420563408,184
YMH6360YP0,DAU2617A,CGK,SFO,1420564986,1811
WYU2010YH8,XXQ4064B,JFK,FRA,1420563917,802
PUD8209OG3,MBA8071P,KUL,PEK,1420563856,572
UES9151GS5,GMO5938W,LHR,PEK,1420564317,1057
YMH6360YP0,RUM0422W,MUC,MAD,1420563539,194
POP2875LH3,VYW5940P,LAS,SIN,1420565203,1843
DAZ3029XA0,TMV7633W,CGK,DXB,1420563958,849
UES9151GS5,QHU1140O,CDG,LAS,1420564498,1133
EDV2089LK5,WSK1289Z,CLT,DEN,1420563542,278
SJD8775RZ4,DAU2617A,CGK,SFO,1420564986,1811
HCA3158QA6,MBA8071P,KUL,PEK,1420563856,572
CKZ3132BR4,PME8178S,DEN,PEK,1420564409,1322
KKP5277HZ7,PME8178S,DEN,PEK,1420564409,1322
JJM4724RF7,SOH3431A,ORD,MIA,1420563649,250
CYJ0225CH1,YZO4444S,BKK,MIA,1420565330,2027
CKZ3132BR4,YZO4444S,BKK,MIA,1420565330,2027
YMH6360YP0,WSK1289Z,CLT,DEN,1420563542,278
DAZ3029XA0,BER7172M,KUL,LAS,1420565167,1848
DAZ3029XA0,MBA8071P,KUL,PEK,1420563856,572
UES9151GS5,ULZ8130D,CAN,DFW,1420564983,1683
LLZ3798PE3,MBA8071P,KUL,PEK,1420563856,572
VZY2993ME1,XOY7948U,ATL,LHR,1420564038,877
BWI0520BG6,QHU1140O,CDG,LAS,1420564498,1133
HCA3158QA6,VYU9214I,ORD,DXB,1420564716,1510
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
JBE2302VO4,JVY9791G,PVG,FCO,1420564561,1189
UES9151GS5,VDC9164W,FCO,LAS,1420564698,1276
SJD8775RZ4,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,VDC9164W,FCO,LAS,1420564698,1276
